course_id,course_name,coupon_type,maximum_redemptions,coupon_code,start_date_time,end_date_time,currency,discount_price,course_coupon_url
6676447,WhisperとChatGPTでできる！音声入力×AIで記事作成入門講座,best_price,unlimited,250728,2025-07-27 20:00 PDT,2025-08-01 20:00 PDT,JPY,1300,https://www.udemy.com/course/whisper-chatgpt/?couponCode=250728
6540977,ChatGPTで始める画像生成デザイン｜チラシ・ロゴ・マンガまでつくれるAIクリエイティブ講座,best_price,unlimited,250728,2025-07-27 20:00 PDT,2025-08-01 20:00 PDT,JPY,1300,https://www.udemy.com/course/chatgptai-design/?couponCode=250728
6501279,AI時代のスライド作成！Felo & Canvaで最速資料作成術,best_price,unlimited,250728,2025-07-27 20:00 PDT,2025-08-01 20:00 PDT,JPY,1300,https://www.udemy.com/course/aifelo-canva/?couponCode=250728
6469133,ChatGPT×note活用術！SEOで目立つ記事を効率的に作る講座,best_price,unlimited,250728,2025-07-27 20:00 PDT,2025-08-01 20:00 PDT,JPY,1300,https://www.udemy.com/course/chatgptnoteseoai/?couponCode=250728
6427725,初心者でもできる！ChatGPTでゼロからはじめるKindle出版：テーマ決め・文章作成・表紙デザイン完全攻略,best_price,unlimited,250728,2025-07-27 20:00 PDT,2025-08-01 20:00 PDT,JPY,1300,https://www.udemy.com/course/chatgpt-kindle/?couponCode=250728
